input,output,meaning,num_cognates,cognate_set_id
[aln] vjet(ë) [hit] u̯itt- [grc] étos [ben] bachar [san] saṃvatsaráḥ [sqi] vit [pal] (saŋ)vacchara [gre] we-to [xlu] ušša/i- [gre] étos [sin] avurudda [alb] vjetë [ass] bôsôr [vâs] vusć′u [kam] s′a [kât] s′a [kât] s′a,*u̯et-,,17,515
"[hyw] oskor [hye] oskor [cat] os [fra] os [ita] osso [lad] os [fas] ostoxwān [por] osso [sar] ossu [sar] ossu [spa] hueso [wak] ayč, ayšč [wal] ohê [hit] ḫaštāi / ḫašti- [grc] ostéon [san] ásthi [lat] os [txb] āy, āyo [xto] āy [kur] hestik [fri] vues [oss] stæg [oss] æstæg [xcl] oskr [xlu] ḫāš- [pal] aṭṭhi [mid] ascorn [kho] āstai [gre] ostéon [mid] ast [par] astag [gre] stéo [yag] siták [gre] stoú(d)i [gre] ostoúði(n) [ron] os [nea] uosso [old] os [ang] os [fra] ôh [old] (h)uesso [bre] askorn [bre] askorn [cym] asgwrn [ave] ast [mid] ascwrn [aln] asht [tat] osġonj [sog] staki [maz] hestāġun [bak] estexun [del] asseɣun [kur] ǝsqān [old] os [meg] os [khw] astik [alb] ash [old] os [kur] sıxān [raj] ostoxun [dal] vu̯as [sar] istqhun [mid] ascorn [lat] asgarn, askern [por] osso [pas] aṭu [mil] òs [kur] suqān",*h₂ost-,,68,519
[dan] tør [far] turrur [isl] þurr [nob] tørr [swe] torr [gae] tioram [gae] tirim [sga] tírim [gae] çhirrym [elf] tuorr [old] thör [gau] tarto- [old] þurr [nor] tørr,*ters-,,14,520
"[gae] snámh [ita] nuotare [lad] nodé [fas] šenā kardan [por] nadar [sar] nadare [sar] natare [spa] nadar [fra] nager [wal] noyî [lat] nāre [grc] néō [txb] nāṣṣäṃ [fri] nadâ [cat] nedar [gae] snaue [sga] snaïd [oss] nakæ kænun [mid] neuff, neuf, neu [mid] išnāzēd [par] snāčēd [ron] a înota [nea] natà [old] noër [ang] noer [fra] nazhi [old] nadar [gae] snàmh [bre] neuñviñ, neuñv- [bre] nañwal, nañw- [cym] nofio [mid] nofy- [old] nadar [wak] (a)ṣ̌nowariɣ̌ x̌ak [old] nedar [maz] šeno konde [del] ʃenow miko [lar] ešnow aku [kum] šnāw tka [bal] āšnāha kant [tat] šenā miyare [kur] šınā kaē [kho] usneek [mid] nyge [lat] nyidzha, nijah [por] nadar [gaw] sāneṭä dǟg [mil] nadàa",*(s)neh₂-,,48,535
[bul] povr″štam [ces] zvracet [pol] zwracać [slo] vracať [hbs] povraćati [mac] povraḱa [old] vracěti,*u̯ert-,,7,537
"[fra] chanter [gae] can [ita] cantare [lad] cianté [por] cantar [sar] cantare [sar] kantare [spa] cantar [wal] tchanter [lat] canere [fri] cjantâ [sga] canaid [umb] kanetu [mid] canaff [ron] a cânta [nea] cantà [old] chanter [ang] chanter [fra] shantâ [cat] cantar [old] cantar [bre] kanã, kan- [cym] canu [mid] canu [old] canam [old] cantar [old] cantar [meg] căntári [dal] kantúr [mid] cana [lat] kana [por] cantar [mil] cantàa",*⁽k̑⁾an-,,33,565
[fas] siyāh [wak] ṣ̌ʉw [oss] saw [oss] saw [ave] sāma [mid] syāw [par] syāw [kum] sīya [bak] siyāh [tat] siyā [sog] šāw [maz] siya [del] sijɒ [lar] siyā [bal] syāh [khw] sāw [haw] sīāw [kur] sya [raj] siyạ [pas] šaamok,*k̑i̯eh₁-,,20,573
[hyw] amp [hye] amp [ell] sýnnefo [lit] debesìs [fas] abr [grc] néphos [kur] ewr [xcl] amp [kas] abor [kho] pryaurä [gre] nephélē [mid] abr [gre] néfos [gre] sýnnofo [gre] néfä [gre] šýnnefa [pal] áabru [oss] ævraǧ [bak] awr [tat] abr [maz] abr [del] owr [lar] abr [bal] abr [kur] hāwr [sog] parīβē [khw] bīrβik [kur] awr [haw] hawr [gaw] albena [raj] aʋr [kam] nir′u [kât] nâr′u [kât] nâr′u [kal] nâli [kur] hawr,*nebʰ-,,36,579
[hyw] jowk [hye] jowk [lit] žuvìs [grc] ichthỹs [prg] suckis [lav] zivs [xcl] jowkn [gre] ichthýs [lat] zivs,*dʰg̑ʰuH-,,9,589
[hyw] saṙil [hye] saṙčʿel [xcl] saṙčʿim,*k̑ers-,,3,592
"[hyw] lsel [hye] lsel [ben] śunā [hin] sunanā [nep] sunnu [san] śru- [mai] sunanā [gae] cluinn [urd] sunnā [gae] clois [sga] ro·cluinethar [xcl] lsem [gau] cluiou [ave] surunaoiti [gae] clashtyn [bho] sunanā [pal] suṇāti [mag] sunanā [mid] cleuet, clevet [pal] ṣúṇa [bre] klewed, klew- [bre] klewed, klew- [cym] clwad [mid] clybod [sin] ahanavā [mid] clewes, clowes [lat] klouaz, clowas [ass] xunā [pun] suṇnā [gaw] ṣunḍik [sar] kheed",*k̑leu̯-,,31,598
[hyw] zarnel,*per-,,1,600
[hyw] saṙ [hye] saṙowycʿ [xcl] saṙn,*k̑ers-,,3,605
[hyw] erkar [hye] erkar [xcl] erkar,*du̯eh₂-,,3,613
[hyw] mōt [hye] mot [xcl] mawt,*?*meHd-,,3,618
[hyw] gišer [hye] gišer [xcl] gišer [mac] v′èčer [mac] v′èčer,*?*u̯e-k⁽ʷ⁾sp-ero-,,5,619
[hyw] hin [hye] hin [gae] sean [lit] sẽnas [gae] sean [san] sána- [sga] sen [gau] senos [gae] shenn [cym] hen [mid] hen [old] hen [old] hen,*sen-,,13,622
[hyw] hrel [hye] hrel,*per-,,2,628
[hyw] get [hye] get [xcl] get [slo] voda,*u̯ed-,,4,631
[hyw] əsel [hye] asel [xcl] asem,*h₂eg̑-,,3,636
[hyw] sur [hye] sur [xcl] sowr [kam] ći′o [kât] ći′o [kât] ći′o [kal] ćaṭaka,*k̑eh₃(i̯)-,,7,640
[hyw] ergel [hye] ergel [xcl] ergem [kho] āljs,*h₁erkʷ-,,4,642
"[hyw] hototel [lit] (už)úosti [spa] oler [grc] osphraínomai [lav] (sa)ost [lat] olfacere [xcl] hototim [hye] hototel [gre] osphraínomai* [lat] saūst, ūst [old] oler",*h₃ed-,,11,646
[hyw] ōj [hye] ōj [ell] fídi [pol] wąż [grc] óphis [san] áhiḥ [lat] anguis [prg] angis [xcl] awj [ave] aži [sor] wuž [gre] óphis [gre] fith [gre] ofídi(n) [gre] fídi [old] wąż [khw] yez [kho] ayi,*He(n)gʷʰi-,,18,648
[hyw] jiwn [hye] jyun [ell] chióni [nep] hium̐ [sin] hima [grc] chiṓn [san] himáḥ [kas] šiin [xcl] jiwn [wak] zəm [pal] hima [gre] chíōn [gre] šiónin [gre] chion [gre] šö́ni(n) [gre] chióni [gaw] him [gaw] him [kho] him [sar] zmun [vâs] zim′â [pas] him [kam] ź′im [kât] z′im [kât] z′im [kal] zim [saṇ] ž′im,"*?*g̑ʰéi̯-om, *g̑ʰ(i)i̯-ém-, *g̑ʰi-m-",,27,649
[hyw] arew [hye] arew [xcl] aregakn,*h₂reu̯-,,3,653
[hyw] daṙjnel [hye] daṙnal [xcl] daṙnam,*dʰerg̑ʰ-,,3,660
[hyw] lowal [hye] lvanal [ell] plénō [xcl] lowanam [gre] plynnískō [gre] plénō [gre] plyníškō [gre] plýnō,*pleu̯-,,8,662
[hyw] ǰowr [hye] ǰowr [xcl] ǰowr,*i̯uHr-,,3,663
[hyw] layn [gae] leathan [lit] platùs [hye] layn [sin] paḷal [san] pr̥thú- [lav] plats [gae] leathann [sga] lethan [xcl] layn [gau] litanos [mid] ledan [ave] pərəϑu [gre] platýs [gre] platýs [gre] platý [gre] platýs [gre] platéo [lat] plots [gae] lhean [bre] ledan [bre] ledan [cym] llydan [mid] llydan [old] litan [par] frāx [tat] ferā [bal] prāh [kur] fɨre [mid] frāx [lat] ledan,*pleth₂-,,31,667
"[hyw] kin [hye] kin [bul] žena [bel] žančyna [ces] žena [dan] kvinde [far] kona, kvinna [ell] gynaíka [isl] kona [gae] bean [sor] žeńska [sor] žona [mac] žena [fas] zan [rus] ženŝina [hbs] žena [slo] žena [slo] žena [swe] kvinna [ukr] žìnka [prg] genno [chu] žena [sin] gǣni [kur] žɨnɨk [grc] gynḗ [sga] ben [ave] jaini [xcl] kin [hit] *kuu̯an- [xlu] u̯āna- [nob] kvinne [gau] bnanom [gae] ben [old] ban- [old] kona [elf] kwinnfuok [gae] boireannach [gre] ku-na-* [gre] gynḗ [pol] zenă [mid] zan [par] žan [xto] kᵤli [txb] klyiye [gre] genaíka [gre] (g)ynaíka [gre] gynaíka [gre] naíka [kas] zayn [cym] dynes [old] żona [old] žena [old] žena [kum] ẓank- [rus] žoná [mac] žèna [mac] žèna [slo] žena [slo] ṡhena [mid] benyn [lat] bennen [bac] zino [bak] zine [del] zen [lar] zen [bal] ǰenēnzāg [kur] žın [tat] zeyniye [maz] zan, zenā [raj] jan [kur] žın [haw] žanī [old] kona [got] qino [nor] kvinne [kur] žɨn",*gʷen-,,76,671
[ell] gelṓ [grc] geláō [hye] cicałel [xcl] cicałim [gre] geláō [gre] gelṓ [gre] gelṓ [gre] geláo [gre] gelṓ,*g̑elh₂-,,9,680
[fas] rūz [old] raucah [mid] rōz [kur] rož [par] rōč [kum] rōẓ [bac] rōso [tat] rev [maz] ruz [bak] ruz [del] ruz [lar] roz [bal] rōč [kur] rož [kur] ṛūž [haw] řo [pas] wraz [raj] ruj [kur] rūž,*leu̯k-,,19,691
[ben] moẏlā [mar] maḷalelā [pal] malina [nep] mailo [gaw] malota [kam] m′ul [kât] m′ul [kât] m′ul [saṇ] m′ol,*melh₂-,,9,692
[bho] māṭi [ass] māṭi [ben] māṭi [pun] miṭṭī,*meld-,,4,695
[ben] cokh [fas] čašm [wak] č̣əẓ̌m [oss] cæst [oss] cæstæ [old] cašman [ave] cašman [kur] čav [kho] tceiʾmä [mid] čašm [par] čašm [kum] čum [sog] čašmi [maz] češ [del] t͡ʃeʃ [lar] čaš [bal] čamm [kur] čāw [haw] čam [kur] čam [raj] čaym [khw] camma [sar] cem [ass] sôku [kur] čāw,*kʷek̑-,,25,696
[kur] dɨkevit [par] kafēd [bal] kapīt [maz] kafene [kur] akawıt [kur] kafē [raj] darake [kum] tkō'a [kur] a-kaf-ē,*(s)kep-,,9,697
"[ben] bhaẏ [bel] bajcca [ces] bát se [lit] bijóti [sor] bójaś se [sor] bojeć so [mar] bhītī [pol] bać się [rus] boât'sâ [hbs] bojati se [sin] bhayin siṭinavā [slo] báť sa [slo] bati se [chu] bojati sę [san] bhī- [prg] biātwei [ukr] boâtisâ [lav] baidīties [pol] bet [kas] bòjec sã [lat] beitīs [pal] bhíia [old] bać się, bojeć się [old] báti sě [old] bojatisę [rus] bojátɪ s′a [slo] bati se [slo] ſe bati [gaw] biūg [ass] bhôy [gaw] bangarik [pas] ǰaangə butu [kho] buhtiik",*bʰei̯h₂-,,33,699
[bul] pero [bel] pâro [ces] péro [sor] pjero [sor] pjero [mac] pero [fas] par [pol] pióro [rus] pero [hbs] pero [slo] pero [slo] pero [ukr] pero [urd] par [san] parṇám [txb] paruwa [chu] pero [ave] parəna [pal] paṇṇa [ben] pālak [kho] pārrä [pol] perü [kas] pióro [mid] parr [old] pióro [kum] par [old] péro [rus] peró [mac] p′èru [mac] p′èru [slo] pero [slo] perú [bak] par [tat] par [sog] parn [maz] par [del] pær [lar] pal [kur] par [haw] pař [kur] paṛ [raj] par [khw] pan [sar] peend [pas] par [kur] paṛ,*(s)per-,,46,700
[wak] kṣ̌ʉyd [fas] šinīdan [mid] ašnawēd [par] išnawēd [kum] šnēwa [del] mæʃne [lar] ašnofe [maz] ešnone [haw] mažnawo [tat] mašone [old] āxšnauti [kur] a-žnaf-ē,*ksneu̯-,,12,708
[ben] mārā [mar] mārane [mai] māranā [mag] maranā [bho] māranā [pun] mārnā [ass] mārā,*mer-,,7,712
[fas] ǰigar [prg] lagno [san] yákr̥t [grc] hē̃par [lav] aknas [lat] iecur [hyw] leard [hye] lyard [oss] igær [oss] igær [ave] yākar [xcl] leard [pal] yakana [kho] gyagarrä [mid] ǰagar [gre] ī́parī [lat] oknys [kum] jōġur [bak] jiyar [sog] yakari [lar] jegar [maz] jiger [kur] jıgar [tat] jigare [haw] jigar [kur] jıgır [raj] jegar [pas] aeena [gaw] yän [kho] ṣeɣun [del] d͡ʒigær [kam] iâň′i [kât] iâň′âi [?] [kât] iâ·′i [kal] iok [saṇ] i′on [kur] jɨwɨr,*(H)i̯ekʷ-r/n-,,37,718
[pal] pabbata,*per-u̯n̥-,,1,720
[san] samudráḥ [pal] samudda [sin] muhuda,*u̯ed-,,3,730
[bal] rōč,*leu̯k-,,1,739
[fas] šostan [mid] šōyēd [kur] dɨšot [par] šōδēd [bak] šoštak [pas] woštaau [maz] šorne [raj] ạšure [del] miʃure [lar] ašure [kum] čōra [bal] dārī šodīt [tat] mišure [kur] ašorıt [kur] šūrē [haw] mašoroš [kur] a-šūr-ē,*?*k⁽ʷ⁾seu̯d-,,17,744
[ben] jbālāno [hin] jalnā [mar] jalaṇe [nep] jalnu [urd] jalnā [mai] jaranā [bho] jarnā [pun] jalṇā,*g̑u̯elH-,,8,758
[san] megháḥ [oss] meǧæ [ave] maēγa [pal] megho [par] mēγ,*h₃mei̯gʰ-,,5,760
"[ben] ṭhānḍā [hin] ṭhaṇḍā [mar] thaṇḍī [mai] ṭhaṅḍā [urd] ṭhaṇḍā [mag] ṭhaṅḍā [bho] ṭhaṇḍā [ass] ṭhāṇḍā [pun] ṭʰaⁿḍā, ṭʰaⁿḍʰā",*stembʰH-,,9,761
[ben] dūre [hin] dūr [kas] duur [mar] dūra [fas] dūr [sin] dura [mai] dur [urd] dūr [san] dūrá- [hit] tuu̯ān [ave] dūire [old] dūrai [wak] ðir [mag] dūr [pal] dūra [kho] durä [kur] dir [bho] dūr [pal] dhúura [kum] dūr [yag] dʉ̄r [sog] δūr [maz] dir [bak] dir [del] dir [lar] dir [bal] dūr [kur] dūr [kho] dudeeri [gaw] duraae [tat] derv [haw] dūr [kur] dür [raj] dür [pas] lare [gaw] dūr [par] dūr [mid] dūr [sar] dhar [pun] dūr [ass] dūr [kam] bâd′üř [kât] badi′uř [kal] südi [saṇ] sad′u [kur] dür [pas] sidiir,*du̯eh₂-,,47,771
[ben] āgun [bul] og″n [bel] agon′ [ces] oheň [hin] āga [lit] ugnìs [sor] wogeń [sor] woheń [mac] ogan [mar] āga [nep] āgo [pol] ogień [rus] ogon' [slo] oheň [slo] ogenj [ukr] vogon′ [urd] āg [san] agníḥ [chu] ognĭ [lat] ignis [lav] uguns [mai] āg [pal] aggi [mag] āg [pol] viďėn [kas] òdżin [lat] guņs [bho] āgi [old] ogień [old] oheň [old] ogonĭ [rus] oɣẹ́n′ [mac] vògni [mac] ògni [slo] ogenj [slo] ogîn [pun] agg,*h₁n̥gni-,,37,774
[ita] pesante [lad] pesoch [por] pesado [spa] pesado [fri] pesant [nea] pesante [sar] pesante [old] pesado [fra] peuzë [por] pesado,*?*(s)pend-,,10,782
[ben] mere phelā [hin] māranā [kas] maaron [mar] māraṇe [nep] mārnu [sin] maranavā [gae] marbh [mai] māranā [urd] mārnā [oss] maryn [oss] marun [sga] marbaid [gae] marroo [gae] maraigh [pal] māreti [mag] maranā [pal] mhaaríi [bho] mārnā [ass] māri pelûwā [pun] mārnā [gaw] maarik [kho] marik [gaw] mārūg [pas] maartaau,*mer-,,24,788
"[ben] pātā [hin] pattā [nep] pāt [urd] pattā [mai] pāt [pal] patta [mag] pattā [bho] patai [ass] pāt [pun] pattar, pattā [pas] paṭu [kal] poṭ",*pet-,,12,790
[hin] lambā [mar] lāmba [nep] lāmo [urd] lambā [mai] laṁbā [mag] lammā [ben] lambā [bho] lambā [pun] laⁿmā,*lembH-,,9,793
[lat] ōs [hit] aiš- / išš- [kas] aes [san] āsyàm [ave] āh [xlu] āšš- [kho] eha [gaw] ā~y [gaw] haansi [vâs] ′iš [kam] âš′a [kât] âš′a [kât] âš′a [kal] âš [saṇ] âš′i,*h₃eh₁-,,15,796
[ben] rāt [hin] rāta [kas] raath [mar] rātra [nep] rāta [sin] ræya [mai] rāt [urd] rāt [pal] ratti [mag] rāt [bho] rāti [pal] róot [gaw] rāt [ass] rāti [pun] rāt [kam] řâd′or [kât] řâd′or [kât] řâd′or [saṇ] ẓât′âːr [kal] vâtr,*h₁reh₁-,,20,799
[kas] nuun [sin] luṇu [mai] nun [nep] nūn [ben] nun [san] lavaṇám [pal] loṇa [pal] lhoóṇ [gaw] lon [pun] lūṇ [gaw] lōn [pas] len,*leu̯H-,,12,811
[ben] dekhā [hin] dekhanā [nep] dekhnu [mai] dekhəb [urd] dekhnā [bho] dekhnā [pal] dakkhati [mag] dekhanā [sin] dakinavā / pēnavā [ass] dekhā [pas] dətaau,*derk̑-,,11,814
[ben] selāi karā [bul] šiâ [bel] šyc′ [cat] cosir [ces] šít [dan] sy [eng] sew [far] seyma [fra] coudre [hin] sīnā [isl] sauma [ita] cucire [kas] sowon [lad] cujì [lit] siū́ti [sor] šyś [sor] šić [mac] šie [mar] śivaṇe [nep] siunu [pol] szyć [por] coser [nob] sy [rus] šit' [sar] cosire [sar] cosire [hbs] šiti [slo] šiť [slo] šivati [spa] coser [swe] sy [ukr] šiti [wal] keûse [mai] sīnā [urd] sīnā [san] sī́vya- [chu] šiti [lav] šūt [lat] suere [fri] cusî [elf] söma [old] söma [pal] sibbati [kho] hu* [pol] sajĕ [kas] szëc [oss] xʷyjyn [oss] xujun [lat] šyut [ron] a coase [nea] cosere [old] cosdre [ang] coustre [fra] kooudré [old] coser [mag] sīnā [bho] sīnā [pal] síla [yag] šīy- [old] szyć [old] šíti [old] šiti [rus] šɪ́tɪ [mac] šìja [mac] šìja [slo] šivati [slo] ſhivati [old] cosir [ass] silāi kôrā [pun] sīūṇā [old] courdurar [gaw] sīūg [pas] suutaau [kho] suik [meg] co̯ásiri [ang] sēowian [old] siuuuian [old] sauma [got] siujan [nor] sy [por] coser [vâs] â-šiv- [kam] š′üa- [kât] šav′e- [kât] šav′e- [kal] šüva- [saṇ] šivi′e- [mil] cüSì,*si̯eu̯H-,,88,815
[ben] gāoẏā [hin] gānā [kas] gewon [mar] gāṇe [nep] gāunu [mai] gānā [urd] gānā [san] gā- [bho] gānā [pal] gāyati [lav] dziedāt [mag] gānā [lat] dzīduot [pun] gāuṇā [ass] gān gûwā [pas] ge matu [sin] gayanavā,*g⁽ʷ⁾eH(i̯)-,,17,818
[far] húð [isl] húð [nob] hud [dan] hud [swe] hud [fle] huid [nld] huid [lux] Haut [lat] cutis [ave] suri [old] hudh [prg] keuto [deu] Haut [deu] Hut [goh] hūt [old] hēd [mid] hût [ang] hȳd [mid] huut [old] hûd [fri] hûd [nor] hud,*(s)keu̯H-,,22,820
[sin] nidā gannavā [gaw] nīn bäčūg,*?*dreh₁-,,2,822
"[ben] sāp [cat] serp [fra] serpent [hin] sām̐pa [ita] serpente [mar] sāpa [nep] sām̐pa [sar] serpente [wal] sièrpint [aln] gjarpën [mai] sāṅp [urd] sāmnp [lat] serpēns [kas] saraph [por] serpente [spa] serpiente [sqi] gjarpër [pal] sappa [mag] sāṅp [ron] șarpe [nea] serpe [old] serpent [ang] serpent [fra] sarpë [old] sierpe, serpiente [bho] sāṁp [old] serp [meg] șárpi [alb] gjarpri [old] serp [pun] sapp [por] serpente [ass] xāp",*serp-,,33,825
[ben] pāthar [hin] patthar [mai] patthar [urd] patthar [nep] patthara [mag] patthal [bho] patthar [ass] pāthôr [pun] pattʰar,*sterh₃-,,9,831
[ben] sojā [nep] sojho [mai] sojh,*ćau̯dʰ-,,3,832
[ben] bami karā [fra] vomir [ita] vomitare [lit] vémti [por] vomitar [sin] vamāranavā [spa] vomitar [wal] vômi [lav] vemt [san] vam(i)- [grc] eméō [mai] bokaranā [prg] wimbmis [lat] uomere [fri] gomitâ [cat] vomitar [ave] vaṇta [oss] womyn [oss] wæmun [pal] vamati [kho] bame [gre] eméō [lat] vemt [ron] vomita [nea] vummecà [old] vomir [ang] vomir [fra] vomi [old] vomitar [dal] gomituọr [old] vomitar [meg] vumári [ass] bômi kôrā [mid] wāmēd [por] vomitar,*u̯emh₁-,,35,840
[ben] dhooẏā [hin] dhonā [mar] dhuṇe [nep] dhunu [urd] dhonā [mai] dhonā [pal] dhopati [mag] dhonā [bho] dhonā [pal] dhóo [gaw] duaik [ass] dhûwā [gaw] duāg,*dʰeu̯H-,,13,841
[hin] pānī [mar] pāṇī [nep] pānī [urd] pānī [mai] pain [mag] pānī [bho] pānī [ass] pānī [pun] pāṇī,*peh₃(i̯)-,,9,842
[ben] caoṛā [hin] cauṛā [nep] cauḍā [urd] cauṛā [mag] caulā [mai] caoṛā [pun] cauṛā,"*kʷetu̯or-, *kʷ(e)tu̯r̥-, *kʷ(e)tur-",,7,844
[cat] cendra [ita] cenere [lad] cender [por] cinza [spa] ceniza [wal] cinde [lat] cinis [fri] cinise [sqi] hi [aln] hĩ [ron] cenușă [nea] cennere [sar] cinisu [sar] chisgína [old] cendre [ang] cendre [old] ceniça [fra] findré [fra] cendre [old] cendres [meg] čănușă [alb] hi [old] cendra [por] cinza [mil] scéndra,*(s)ken(H)-,,25,850
"[fra] dos [old] dos [ang] dos [old] dos, dors [old] dos / dors",*u̯ert-,,5,851
[fra] ventre [lad] venter [sar] matta [sar] bentre [wal] vinte [san] udáram [prg] weders [lat] uenter [lav] vēders [ave] udara- [wak] dur [pal] udaro [kho] ūri [yag] dára [lat] vādars [old] ventre [ang] ventre [fra] vëtro [old] vientre [dal] vi̯antro [old] ventre [gaw] war [khw] uδira [sar] dewr [vâs] ′ül,*?*(H)u̯ed-,,25,854
"[cat] ocell [fra] oiseau [ita] uccello [lad] ucel [por] ave [spa] ave [wal] oûhê [lat] auis [san] véḥ, víḥ [fri] uciel [ave] vi [umb] avif [nea] auciello [old] oisel [ang] oisel [fra] ouaizè [old] aucel, auceou [old] aucell [kho] boik [mil] üSèl",*h₂eu̯-i-,,20,856
"[cat] sang [fra] sang [ita] sangue [lad] sanch [por] sangue [sar] sambine [spa] sangre [wal] song' [lat] sanguīs [xto] ysār [txb] yasar [hit] ēšḫar / išḫan- [fri] sanc [xlu] āšḫar- / *āšḫan- [lav] asinis [san] ásr̥k [hye] aryown [hyw] ariwn [xcl] ariwn [lat] asnis [ron] sânge [nea] sango [sar] sammene [old] sanc [ang] sanc [fra] san [old] sangre [old] sang, sanc [meg] sắnḑi [old] sang [dal] su̯aṅg [por] sangue [vâs] us′ü [pas] wor [mil] sanch","*h₁ésh₂-r̥, *h₁sh₂-én-",,35,859
"[dan] ånde [far] anda [isl] anda [gae] análaigh [swe] andas [gae] tarraing anail [san] an(i)- [sga] do·beir anál [txb] anāṣṣäṃ [old] anda [elf] andas [mid] tennaff e alazn [kho] *uysan [cym] anadlu [bre] tennein, tenn- i anal [gae] tayrn ennal [bre] dialanĩ [mid] anadyly [mid] anella [lat] anal [old] halenar, alenar [old] alenar [ang] ēþian [old] anda [got] anan",*h₂enh₁-,,25,860
"[cat] núvol [fra] nuage [ita] nuvola [lad] niola [por] nuvem [sar] nue [sar] núe [spa] nube [wal] nûlêye [lat] nūbēs [fri] nûl [nea] nuvola [old] nue [ang] nue [fra] neublo [old] nuve [ron] nor [meg] nor [old] nivol, nioula [old] núvol [por] nuvem [mil] nìvar",*(s)neu̯dʰ-,,22,862
"[cat] fred [fra] froid [ita] freddo [lad] freit [por] frio [sar] frittu [sar] fríos [spa] frío [wal] freûd [lat] frīgidus [fri] frêt [nea] friddo [old] froit [ang] freid [fra] frai [old] frío [old] freid, freida or fred, freda [old] fred [dal] fred [por] frio [mil] frèc",*srei̯Hg̑-,,21,863
[cat] comptar [fra] compter [ita] contare [por] contar [sar] contare [sar] contare [spa] contar [fri] contâ [nea] cuntà [lad] cumpedé [ang] conter [wal] compter [fra] kantâ [old] contar [old] comptar [old] comptar [por] contar [mil] cuntàa,*pi̯eh₂-,,18,864
[cat] cavar [lad] ciavé [por] cavar [sar] iskavare [spa] cavar [ita] scavare [fri] sgjavâ [nea] scavà [old] cavar [old] cavar [old] cavar [dal] kavuọr [por] cavar [mil] cavàa,*k̑eu̯H-,,14,865
[cat] sec [fra] sec [por] seco [sar] siccu [sar] siccu [spa] seco [wal] sètch [lat] siccus [kho] ṣkalä [old] sec [ang] sec [fra] seu [old] seco [sog] škwi [old] sec [old] sec [khw] ǝkǝk [por] seco [mil] sèch,*sek-,,19,867
[cat] pols [fra] poussière [ita] polvere [por] pó [sar] piúaru [sar] prúine [spa] polvo [wal] poûssîre [lat] puluis [fri] polvar [nea] povere [old] polvo [old] poudre [ang] pudre [fra] pooufihe [old] poussieira [old] pols [dal] pulvro [por] pó [mil] pulvra,*pelh₁-,swing,20,869
[cat] terra [fra] terre [ita] terra [lad] tera [por] terra [sar] terra [sar] terra [spa] tierra [wal] têre [lat] terra [fri] tiere [osc] teras [old] tir [nea] terra [old] terre [ang] terre [fra] térra [old] tierra [old] terra [old] terra [meg] ţáră [dal] ti̯ara [por] terra [mil] tèra,*ters-,,24,870
