input,output,meaning,num_cognates,cognate_set_id
[English] mind [Asturian] mente [Galician] mente [Italian] mente [Portuguese] mente [Spanish] mente [Aromanian] minti [Latin] mens [English] mendacity [Galician] mentira [English] mantis [Catalan] ment [Friulian] ment [Italian] -mente [Romanian] minte [Ancient Greek] μάντις [Sanskrit] मति [Polish] pamięć [Lithuanian] mintis [Ligurian] -ménte,*méntis,,20,332
[English] hunt [Portuguese] centro [Spanish] centro [Latvian] sist [Ancient Greek] κοντός [Ancient Greek] κεντέω,*ḱent-,,6,333
[English] girl [English] cord [Latin] hernia [Norwegian Bokmål] carte [English] carol [Norwegian Bokmål] a la carte [English] character [English] chorus [English] yearning [English] yearn [Norwegian Bokmål] à la carte [Latin] haruspex [Old Norse] gjarna [English] gralloch [Ancient Greek] χαίρω [English] gorse [Latvian] zarna [Norwegian Bokmål] kor [Ancient Greek] χορός [Ancient Greek] χάρτης [Hebrew] כרטיס [Portuguese] cartaz [Portuguese] cartucho [Sanskrit] ह्रस्व [German] Göre [Old Irish] garait [Ancient Greek] χορδή [English] dehort [Ancient Greek] χρέος [Latin] hariolus [Middle Irish] gerr [Ancient Greek] χρηστός [Welsh] garw [Latin] Germanus [Greek] χαίρομαι [French] Aveyron [Latin] hira [Latin] hirnea [Albanian] ngordh [Latvian] žirgts [Albanian] garë [Latin] horior [Ancient Greek] χράω [Sanskrit] हृ [Old Norse] gjarn [Ancient Greek] χρή [Latin] Garumna [Ancient Greek] χαράσσω [Sanskrit] हिर [Tocharian B] kartse [Ancient Greek] χάρμη [Ancient Greek] χρεώ [Ancient Greek] χόριον [Norwegian Bokmål] à la carte-servering [Norwegian Bokmål] a la carte-servering [Old English] geornan [Norwegian Bokmål] carte-servering [Norwegian Bokmål] à la carte-meny [Norwegian Bokmål] carte-meny [Norwegian Bokmål] a la carte-meny,*ǵʰer-,,60,334
[Westrobothnian] boy [Swedish] bog [Hindi] बाँह,*bʰāǵʰus,,3,335
[English] my [English] mine [Scots] ma [Middle English] min [Swedish] min [Icelandic] minn [Yiddish] מײַן [Westrobothnian] männ,*méynos,,8,336
[Lower Sorbian] my [Slovak] my [Old Irish] sní [Ancient Greek] νώ,*nos,,4,337
[Manx] my [Scottish Gaelic] ma [Irish] má [Old Irish] má [Ancient Greek] μήν,*meh₂,,5,338
[Polish] my [Albanian] meje,*me-,,2,339
[Westrobothnian] my [Swedish] mygga [Icelandic] mý,*mu,,3,340
[English] article [Latin] artus,*h₂értus,,2,341
[Norwegian Bokmål] ending [English] end [Pennsylvania German] End [Icelandic] endir [Faroese] endi [Icelandic] endi [Old Saxon] endi [Afrikaans] einde [Dutch] einde [German] Ende [Middle English] ende [Norwegian Bokmål] ende [Norwegian Bokmål] ende [Norwegian Nynorsk] ende [Old English] ende [Old High German] enti [Swedish] ände [Latin] antiae [Gothic] 𐌰𐌽𐌳𐌴𐌹𐍃 [Norwegian Bokmål] endelse [Ancient Greek] ἀντίον [Ancient Greek] ἀντίος [Norwegian Bokmål] a-endelse [Norwegian Bokmål] a-ending,*h₂entíos,,24,342
[English] regular [English] insurgent [English] riches [Hindi] रंग [Old Prussian] rikīs [Old Prussian] rīki [Catalan] ric [Interlingua] ric [Old Occitan] ric [Old Prussian] rikis [Middle French] droict [Latvian] redzēt [Sanskrit] रङ्ग [Indonesian] reguler [Sanskrit] रञ्ज् [Northern Kurdish] reş,*reg-,,16,343
[English] leather [Norwegian Bokmål] lær [Norwegian Bokmål] lærbrynje,*pl̥tro-,,3,344
[Albanian] mill [English] common [English] mole [Portuguese] meter [English] community [English] monolith [English] meal [Latin] minor [English] mad [Norwegian Bokmål] meny [English] meed [English] mere [English] monad [English] mite [Latin] minuo [English] mince [Galician] muro [Italian] muro [Portuguese] muro [Spanish] muro [English] minstrel [Dutch] minder [German] minder [English] min [English] remission [Old Irish] messa [Ancient Greek] μικρός [Latin] meo [English] comminution [English] mayhem [Latin] murus [Ancient Greek] μόνος [Greek] μόνος [Aromanian] mur [Catalan] mur [French] mur [Old Norse] miðr [Icelandic] miður [German] Miete [Czech] mimo [Lower Sorbian] mimo [Polish] mimo [Sanskrit] मित्र [Indonesian] mitra [Ancient Greek] μισθός [Portuguese] menino [English] mean [English] mean [Ancient Greek] μείων [Old English] missan [Irish] mí- [Old Norse] meiðr [Polish] monada [Russian] меньший [Ancient Greek] μανός [Albanian] mëri [Avestan] 𐬨𐬌𐬚𐬭𐬀 [Galician] minguar [Tocharian B] menki [English] mereing [Galician] Miño [Gothic] 𐌹𐌽𐌼𐌰𐌹𐌳𐌾𐌰𐌽 [Sanskrit] मीर [Latin] Meduana [Ancient Greek] μίνυνθα [Ancient Greek] μίτος [Ancient Greek] μίτρα [Tocharian B] maiwe [Ladin] mënder [Norwegian Bokmål] à la carte-meny [Norwegian Bokmål] carte-meny [Norwegian Bokmål] a la carte-meny [Ukrainian] менший,*mey-,,73,345
[Manx] mill [Aragonese] miel [Asturian] miel [French] miel [Old French] miel [Old Spanish] miel [Spanish] miel [Romansch] meal [Breton] mel [Catalan] mel [Cornish] mel [Latin] mel [Old Portuguese] mel [Portuguese] mel [Italian] miele [Irish] mil [Scottish Gaelic] mil [Romanian] miere [Corsican] mele [Sardinian] mele [Luwian] 𒈠𒀠𒇷 [Romansch] mèl [Welsh] mêl [Old Armenian] մեղեխ,*mélid,,24,346
[English] quarrel [Latin] queror [English] wheeze [Old Norse] hvæsa [Baluchi] ساہ [Sanskrit] श्वस्,*ḱwes-,,6,347
[English] quarrel [Danish] fire [Norwegian Nynorsk] fire [Italian] quattro [Catalan] quatre [French] quatre [Norman] quatre [English] quadratic [Central Franconian] vier [Mirandese] quatro [Old Spanish] quatro [Portuguese] quatro [Indonesian] catur [Malay] catur [Spanish] cuatro [English] quarry [Swedish] fyra [Czech] čtyři [Greek] τέσσερις [English] tessellate [Scots] fower [Welsh] pedwar [Norwegian Bokmål] fjortis [Slovak] štyri [Upper Sorbian] štyri [Russian] четыре [Bulgarian] четири [Macedonian] четири [Serbo-Croatian] четири [Serbo-Croatian] četiri [Old Norse] fjórir [Old English] feower [Ancient Greek] τέσσαρες [Slovene] štiri [Scottish Gaelic] ceithir [Aromanian] patru [Romanian] patru [Breton] pevar [Hindi] चार [Nepali] चार [Baluchi] چار [Central Kurdish] چار [Khowar] چار [Sindhi] چار [Urdu] چار [Polish] cztery [Tocharian B] śwerppewä [Faroese] fýra [Persian] چهار [Istro-Romanian] påtru [Romansch] quatter [Old Church Slavonic] четꙑре [Tocharian A] śtwar [Tocharian B] śtwer [Irish] ceathair [Kashubian] szterë [Portuguese] quadrado [Corsican] quattru [Sanskrit] चतुर् [Belarusian] чатыры [Lithuanian] keturi [Gothic] 𐍆𐌹𐌳𐍅𐍉𐍂 [Latgalian] četri [Old Armenian] չորք [Tajik] чор [Ossetian] цыппар [Ancient Greek] τετράς [Danish] kvart [Bengali] চার [Ido] quar [Breton] peder [Old English] fiþer- [French] quadratique [Old Irish] cethair [Manx] kiare [Central Kurdish] چوار [Walloon] cwate [Ancient Greek] τέτταρες [Oscan] 𐌐𐌄𐌕𐌖𐌓𐌀 [Umbrian] 𐌐𐌄𐌕𐌖𐌓 [Latin] quater [Romansch] quater [Ukrainian] чотири [Old Swedish] fiurir [Cornish] peswar [Old Armenian] քառ [Norman] quate [Lower Sorbian] styri [Norman] quat' [Lusitanian] petranioi [Crimean Gothic] fyder [Slovene] štirje [Kashmiri] ژور [Slovincian] štėřä [Sarikoli] cavúr [Gujarati] ચાર [Cebuano] kwatro [Assamese] চাৰি [Ligurian] quàttro [Ashokan Prakrit] 𑀘𑀢𑁆𑀧𑀸𑀭𑁄 [Old Ruthenian] четыри [Avestan] 𐬗𐬀𐬚𐬡𐬀𐬭 [Old Prussian] keturjāi [Aromanian] patur [Kashubian] sztërë [Greek] τέσσερεις [Bengali] চারি [Indonesian] catur-,*kʷetwóres,,108,348
[English] all [Swedish] all [English] ultramarine [English] old [Latin] alumnus [Latin] ambulo [Emilian] ló [Latin] Alpes [Faroese] ala [Icelandic] ala [English] adulterate [Old English] alan [Irish] altra [Breton] aod [English] proletariat [Faroese] aldur [Icelandic] aldur [Emilian] lê [Italian] ello [Yola] aul [Swedish] ålder [Latin] almus [Albanian] lej [Old Norse] aldr [Old English] ealdor [Old Norse] allr [Italian] altero [Latin] ulva [Italian] alveolare [Scots] a' [Bulgarian] лани [Old Armenian] ողջ [Irish] uile [Middle Irish] uile [Old Irish] uile [Old Armenian] աղանդ [Latin] alvus [Norwegian Nynorsk] elde [Albanian] lloj [Latin] exsul [Latin] arundo [English] alkin [Latin] elementum [Sassarese] edda [Italian] altrice [English] elne [Emilian] lôr [Latin] uls [Latin] olle [Old Armenian] աղամող [Sanskrit] अरण्य [Lithuanian] aliai [Ancient Greek] ἄλσος [Italian] aldio [Tocharian B] allek [Latin] altor [Italian] altore [Welsh] cyfaill [Tocharian B] ālme [Westrobothnian] åll [Old English] ielde [Tocharian B] alokälymi [Tocharian B] āläm [Tocharian B] ālo [Sassarese] eddu [Sassarese] eddi,*h₂el-,,66,349
[English] ant [Sanskrit] मेनि,*meh₂y-,,2,350
[English] angle [West Frisian] angel [German] Angel [Finnish] onki [Ancient Greek] ἀγκύλος [Galician] anga [Macedonian] пајак [Ancient Greek] ἄγκυρα [Hindi] बीच [Latin] ancrae [Latin] ungulus [Galician] angazo [Welsh] gwanc [Galician] enganido [Ancient Greek] ἀγκών [Indonesian] langgar [Malay] langgar [Old Irish] dofuthracair [Ancient Greek] ἄγγων [Sanskrit] अञ्च् [Sanskrit] नीच [Indonesian] angker [Indonesian] jangkar,*h₂enk-,,23,351
[Catalan] angle [French] angle [Portuguese] angular [Slovene] vogal [Serbo-Croatian] ugao [Slovak] uhol [Italian] angolo [Czech] úhel [Russian] угол [Old Church Slavonic] ѫгълъ [Portuguese] ângulo [Serbo-Croatian] угао [Latin] angulus [Polish] węgieł [Romanian] unghi [Serbo-Croatian] vugel [Bulgarian] ъгъл,*h₂engulos,,17,352
[English] answer [Romansch] avant [Romansch] avaunt [Latin] antes [English] antinomy [English] ambit [Romansch] avon [Norwegian Nynorsk] and- [Old Norse] and- [Sanskrit] अन्त [Old Irish] étan [Albanian] anë [Irish] buntáiste [Romansch] aunz [Romansch] avànt [Ancient Greek] ἄντην [Tocharian B] antapi,*h₂ent-,,17,353
[Norwegian Bokmål] a la [Norwegian Bokmål] la [Norwegian Bokmål] a la carte [Latin] ille [Norwegian Bokmål] à la [Norwegian Bokmål] à la carte [Norwegian Bokmål] à la carte-servering [Norwegian Bokmål] a la carte-servering [Norwegian Bokmål] à la carte-meny [Norwegian Bokmål] a la carte-meny,*h₂ol-no-,,10,354
[North Frisian] moon [Norwegian Bokmål] menneske [Czech] muž [Lower Sorbian] muž [Upper Sorbian] muž [Middle English] mon [Alemannic German] Mann [German] Mann [German Low German] Mann [Hunsrik] Mann [Luxembourgish] Mann [Pennsylvania German] Mann [German] Mähne [Russian] муж [Serbo-Croatian] муж [Konkani] मान [Sanskrit] मनुष्य [Polish] mąż [Ancient Greek] Ἀμαζών [Hindi] मानुस [Hindi] मानस [Scottish Gaelic] muin [Danish] manke [Macedonian] маж [English] mennish [Sanskrit] मन्या [Old Marathi] 𑘦𑘡𑘳𑘏𑘿𑘧 [Old Marathi] 𑘦𑘰𑘡𑘳𑘭 [Norwegian Bokmål] A4-menneske [Prakrit] 𑀫𑀡𑀼𑀲𑁆𑀲 [Romani] manuś [Balkan Romani] manuš [Baltic Romani] manuš [Carpathian Romani] manuš [Sinte Romani] manuš [Vlax Romani] manuš [Welsh Romani] manuš [Angloromani] mannush [Dutch] Manoesj [Norwegian Bokmål] a-menneske [Norwegian Bokmål] A-menneske,*mon-,,41,355
[English] argument [English] argumentative [Irish] airgead [Scottish Gaelic] airgead [Welsh] arian [English] redargue [Greek] άργυρος [Sanskrit] अर्जुन [Ancient Greek] ἄργυρος [Manx] argid [Ancient Greek] ἀργός [Old High German] erchan [Tocharian B] ārkwi [Tocharian A] ārki [Ancient Greek] Ἀργυννίς [Persian] ارزیز [Pali] ajjuna [Old Armenian] արծարծեմ [Old Armenian] արծնեմ [Hittite] 𒄯𒆠𒅖 [Old Persian] 𐎠𐎼𐎭𐎿𐎫𐎠𐎴,*h₂erǵ-,,21,356
[English] arm [Danish] arm [Scots] arm,*h₂er-mo-,,3,357
[Dutch] arm [French] arme [Catalan] arma [Italian] arma [Latin] arma [Old Portuguese] arma [Portuguese] arma [Spanish] arma [Latvian] armija [Lithuanian] armija [Serbo-Croatian] armija [French] armée [Norman] armée [Cebuano] armas [Macedonian] армија [Serbo-Croatian] армија [Romanian] armă [Middle English] armee [Middle French] armee [Old French] armee [English] armatole,*h₂(e)rmos,,21,358
[Dutch] arm [German] arm [Faroese] armur,*h₂erH-,,3,359
[German] arm [Czech] rob [Serbo-Croatian] работа [Czech] robota [Old English] ierfe [German] Erbe [Danish] arv [Norwegian Bokmål] arv [Norwegian Nynorsk] arv [Swedish] arv [Russian] робот [Dutch] erven [Middle Dutch] erven [English] erf [Serbo-Croatian] rabota [Icelandic] erfa [Middle Dutch] erve [Middle English] erve [Czech] robě [Czech] robit [Czech] robův [Old Irish] orbbae [Proto-Norse] ᚨᚱᛒᛁᛃᚨ [Old Irish] comarbus,*h₃erbʰ-,,24,360
[Middle English] arm [Scots] arm,*erm-,,2,361
[Old High German] arm [German] Arm [West Frisian] earm [Faroese] armur [Central Franconian] Ärm,*h₂ermos,,5,362
[English] art [English] earnest [Albanian] orë [Occitan] raus [Old French] rosel,*er-,,5,363
[Latvian] art [English] ear [Old Irish] arbor [Old English] eard [Old English] erian [Serbo-Croatian] orati [Old Church Slavonic] орати [Serbo-Croatian] орати [Czech] orat [Albanian] arë [Czech] orba [Serbo-Croatian] ратар [Serbo-Croatian] ratar [Tocharian A] āre [Tocharian B] āre [Welsh] erw [Albanian] arbën [Polish] rataj [Galician] cómaro [Galician] aramio [Ancient Greek] ἄρουρα,*h₂erh₃-,,21,364
[Middle English] art [Italian] arte [Portuguese] arte,*h₂r̥tís,,3,365
[Old Irish] art [French] ours [Romansch] ursa [Latin] ursus [Chavacano] oso [Spanish] oso [English] Arctic [Albanian] ari [Romanian] urs [Romansch] urs [Italian] orso [Basque] hartz [Old Armenian] արջ [Ancient Greek] ἄρκτος [Persian] خرس [Ancient Greek] Ἀρκαδία [Greek] άρκτος [Cornish] arth [Welsh] arth [Ancient Greek] Ἀρκάς [Punjabi] ਰਿੱਛ [Sanskrit] ऋक्ष [Breton] arzh [Ossetian] арс [Romansch] uorsa [Romansch] uors [Pontic Greek] άρκος [Portuguese] usso [Gujarati] રીંછ [Somali] oorso [Judeo-Tat] хуьрс [Corsican] orsu [Indonesian] Arktika [Avestan] 𐬀𐬭𐬴𐬀 [Old Marathi] रिहस [Garhwali] रिख [Hindi] रीछ [Torwali] ایِݜ [Zazaki] heşi [Old Marathi] 𑘨𑘱𑘮𑘭 [Urdu] ریچھ [Pashto] يږ [Albanian] arith,*h₂ŕ̥tḱos,,43,366
[English] north [Norwegian Bokmål] Norge [Norwegian Bokmål] norgesvenn,*h₁ner-,,3,367
[English] north [French] nord [Norman] nord [Romansch] nord [Norman] nor [Dutch] Neer,*ner-,,6,368
[English] east [Old English] east [English] eastern [English] Easter [Albanian] err [Old English] eastre [Latin] auster [Scottish Gaelic] feith [English] ariose [Latin] haurio [English] hauriant [Middle English] Eestour [Westrobothnian] öis [Ancient Greek] ἦρι [Tocharian B] yasā [Old Norse] austan [Ancient Greek] ἀφύσσω [Old Irish] áel [Sanskrit] व्युष्,*h₂ews-,,19,369
[Dutch] wassen [English] wet [English] otter [English] wash [Old Portuguese] onda [Portuguese] onda [Spanish] onda [Irish] uaine [Scottish Gaelic] uaine [Latin] uter [Danish] odder [Italian] otre [Albanian] ujë [Swedish] vass [Danish] vande [Albanian] adhis [Transylvanian Saxon] wiëschen,*wed-,,17,370
[Dutch] wassen [Middle Dutch] wassen [English] wax [English] waist [English] ocker [Icelandic] vaxa [Old Norse] vaxa [Old English] weaxan [German] wachsen [Scottish Gaelic] feur [Faroese] vaksa [Gutnish] vaksa [Swedish] växa [English] oker [Irish] féar [Old Irish] fér [Manx] faiyr [West Frisian] waakse [Norwegian Nynorsk] veksa [Norwegian Nynorsk] vekse [Old High German] wahsan [Old Saxon] wahsan [Hunsrik] wachse [Persian] وخشیدن [Welsh] gwair [Latin] Auximum,*h₂weg-,,26,371
[English] thick [Dutch] dik [Swedish] tjock [Old English] þicce [Old Norse] þykkr [Welsh] tew [Scottish Gaelic] tiugh [Manx] çhiu [Yiddish] דיק,*tégus,,9,372
[English] snake [Italian] naga [English] naja [Old English] snican,*sneg-,,4,373
[English] earth [English] Earthling [English] Earth [English] earthling [Albanian] varr [Danish] jord [Norwegian Bokmål] jord [Norwegian Nynorsk] jord [Swedish] jord [Faroese] jørð [Ancient Greek] ἔριφος [Westrobothnian] jol [Latin] irritus [Tocharian B] āre [Ancient Greek] ἔραζε [Lithuanian] erdvė,*h₁er-,,16,374
[German] was [Hunsrik] was [Italian] che [Swedish] vad [Latin] quod [Lithuanian] kad [Romanian] că [Old High German] waz,*kʷod,,8,375
[English] mother [Polish] matka [Silesian] matka [Slovak] matka [Catalan] mare [Portuguese] madeira [Latin] mater [English] maternal [Slovak] mať [Cebuano] madre [Italian] madre [Old Portuguese] madre [Portuguese] madre [Spanish] madre [Danish] mor [Norwegian Bokmål] mor [Swedish] mor [Danish] materiel [Swedish] materiel [Ido] matro [Ukrainian] мати [Limburgish] moder [Middle English] moder [Swedish] moder [English] Madeira [Portuguese] Madeira [German] Mutter [Hunsrik] Mutter [Russian] мать [Sanskrit] मातृ [Faroese] móðir [Icelandic] móðir [Old Norse] móðir [Greek] μητέρα [French] mère [Norman] mère [Old English] modor [Portuguese] mãe [Afrikaans] moeder [Dutch] moeder [Middle Dutch] moeder [Ancient Greek] μήτηρ [Persian] مادر [Northern Kurdish] mak [Serbo-Croatian] mati [Slovene] mati [Old Prussian] mūti [Old Armenian] մայր [Hindi] माँ [Scottish Gaelic] màthair [Kholosi] mān [Irish] máthair [Danish] materiale [Bulgarian] майка [Ancient Greek] Μαῖα [Tocharian A] mācar [Tocharian B] mācer [Polabian] motai [Lower Sorbian] maś [Lithuanian] motė [Lithuanian] motina [Old Polish] mać [Polish] mać [Upper Sorbian] mać [Old Irish] máthir [Latvian] māte [Mycenaean Greek] 𐀔𐀳𐀩 [Old High German] muoter [Old Persian] 𐎶𐎠𐎫𐎠 [Polish] macierz [Portuguese] matriz [Spanish] matriz [Phrygian] ματαρ [Baluchi] مات [Danish] matrone [Ossetian] мад [Tsakonian] μάτη [Portuguese] madrasta [Tajik] модар [Welsh] modryb [Czech] máti [Old Czech] máti [Manx] moir [Breton] moereb [South Picene] 𐌌𐌀𐌕𐌄𐌓𐌄𐌑𐌇 [Old Saxon] modar [Yiddish] מוטער [Luxembourgish] Mudder [Old Dutch] muoder [Vilamovian] mütter [Pashto] مور [Romanian] maică [Norman] méthe [Polish] mutra [Telugu] మాత [Old Portuguese] mãy [Avestan] 𐬨𐬁𐬙𐬀𐬭 [Central Franconian] Motter [Central Franconian] Modder [Gujarati] મા [Faliscan] 𐌌𐌀𐌕𐌄 [Ligurian] moæ [Assamese] মাও [Early Assamese] মাৱ [North Frisian] Mooter [Old Czech] mátě [Latgalian] muote [Kashmiri] मोज,*méh₂tēr,,108,376
